frequency,raw
14116.7,0.06
14257.91,0.06
14400.54,0.05
14544.59,0.05
14690.08,0.05
14837.03,0.04
14985.45,0.04
15135.35,0.04
15286.75,0.03
15439.67,0.03
15594.12,0.03
15750.11,0.03
15907.66,0.03
16066.79,0.02
16227.51,0.02
16389.84,0.02
16553.79,0.02
16719.38,0.02
16886.63,0.02
17055.55,0.01
17226.16,0.01
17398.48,0.01
17572.52,0.01
17748.3,0.01
17925.84,0.01
18105.16,0.01
18286.27,0.01
18469.19,0.01
18653.94,0.01
18840.54,0.01
19029.01,0.0
19219.36,0.0
19411.62,0.0
19605.8,0.0
19801.92,0.0
20000.0,0.0
