frequency,raw
2396.68,0.06
2420.65,0.03
2444.86,-0.01
2469.31,-0.05
2494.0,-0.09
2518.94,-0.11
2544.13,-0.14
2569.57,-0.16
2595.27,-0.2
2621.22,-0.25
2647.43,-0.29
2673.9,-0.34
2700.64,-0.38
2727.65,-0.44
2754.93,-0.49
2782.48,-0.55
2810.3,-0.6
2838.4,-0.65
2866.79,-0.69
2895.46,-0.74
2924.41,-0.79
2953.65,-0.84
2983.19,-0.9
3013.02,-0.94
3043.15,-0.98
3073.58,-0.99
3104.32,-1.01
3135.36,-1.02
3166.72,-1.02
3198.38,-1.02
3230.37,-1.0
3262.67,-0.99
3295.3,-0.97
3328.25,-0.94
3361.53,-0.9
3395.15,-0.84
3429.1,-0.79
3463.39,-0.74
3498.03,-0.67
3533.01,-0.59
3568.34,-0.52
3604.02,-0.43
3640.06,-0.33
3676.46,-0.22
3713.22,-0.11
3750.36,0.01
3787.86,0.14
3825.74,0.27
3864.0,0.41
3902.64,0.54
3941.66,0.66
3981.08,0.79
4020.89,0.92
4061.1,1.06
4101.71,1.2
4142.73,1.36
4184.15,1.51
4226.0,1.65
4268.26,1.79
4310.94,1.91
4354.05,1.99
4397.59,2.07
4441.56,2.13
4485.98,2.18
4530.84,2.22
4576.15,2.23
4621.91,2.2
4668.13,2.16
4714.81,2.09
4761.96,1.99
4809.58,1.87
4857.67,1.72
4906.25,1.55
4955.31,1.36
5004.87,1.16
5054.91,0.95
5105.46,0.76
5156.52,0.56
5208.08,0.35
5260.16,0.15
5312.77,-0.06
5365.89,-0.25
5419.55,-0.44
5473.75,-0.6
5528.49,-0.76
5583.77,-0.91
5639.61,-1.05
5696.0,-1.18
5752.96,-1.31
5810.49,-1.44
5868.6,-1.57
5927.28,-1.7
5986.56,-1.81
6046.42,-1.92
6106.89,-2.0
6167.96,-2.06
6229.64,-2.12
6291.93,-2.14
6354.85,-2.13
6418.4,-2.06
6482.58,-1.92
6547.41,-1.71
6612.88,-1.44
6679.01,-1.14
6745.8,-0.83
6813.26,-0.56
6881.39,-0.33
6950.21,-0.16
7019.71,-0.04
7089.91,0.01
7160.81,0.04
7232.41,0.04
7304.74,0.02
7377.79,0.01
7451.56,-0.01
7526.08,-0.02
7601.34,-0.02
7677.35,-0.02
7754.13,-0.01
7831.67,0.0
7909.98,0.02
7989.08,0.03
8068.98,0.04
8149.67,0.06
8231.16,0.07
8313.47,0.09
8396.61,0.12
8480.57,0.13
8565.38,0.16
8651.03,0.18
8737.54,0.21
8824.92,0.24
8913.17,0.29
9002.3,0.33
9092.32,0.39
9183.25,0.46
9275.08,0.56
9367.83,0.65
9461.51,0.77
9556.12,0.9
9651.68,1.02
9748.2,1.13
9845.68,1.23
9944.14,1.28
10043.58,1.31
10144.02,1.28
10245.46,1.25
10347.91,1.22
10451.39,1.18
10555.91,1.13
10661.46,1.09
10768.08,1.03
10875.76,0.98
10984.52,0.93
11094.36,0.87
11205.31,0.8
11317.36,0.74
11430.53,0.67
11544.84,0.6
11660.29,0.53
11776.89,0.45
11894.66,0.37
12013.6,0.29
12133.74,0.2
12255.08,0.11
12377.63,0.02
12501.41,-0.08
12626.42,-0.17
12752.68,-0.27
12880.21,-0.38
13009.01,-0.48
13139.1,-0.59
13270.49,-0.7
13403.2,-0.83
13537.23,-0.95
13672.6,-1.07
13809.33,-1.2
13947.42,-1.32
14086.9,-1.46
14227.77,-1.6
14370.04,-1.75
14513.74,-1.9
14658.88,-2.04
14805.47,-2.2
14953.52,-2.36
15103.06,-2.52
15254.09,-2.69
15406.63,-2.86
15560.7,-3.04
15716.3,-3.22
15873.47,-3.42
16032.2,-3.62
16192.52,-3.81
16354.45,-4.03
16517.99,-4.25
16683.17,-4.47
16850.01,-4.71
17018.51,-4.95
17188.69,-5.2
17360.58,-5.46
17534.18,-5.74
17709.53,-6.02
17886.62,-6.33
18065.49,-6.63
18246.14,-6.96
18428.6,-7.31
18612.89,-7.67
18799.02,-8.05
18987.01,-8.45
19176.88,-8.87
19368.65,-9.31
19562.33,-9.79
19757.96,-10.26
19955.54,-10.73
