frequency,raw
2518.94,-0.87
2544.13,-0.93
2569.57,-0.97
2595.27,-1.01
2621.22,-1.05
2647.43,-1.07
2673.9,-1.09
2700.64,-1.12
2727.65,-1.13
2754.93,-1.14
2782.48,-1.17
2810.3,-1.18
2838.4,-1.2
2866.79,-1.21
2895.46,-1.22
2924.41,-1.23
2953.65,-1.24
2983.19,-1.24
3013.02,-1.25
3043.15,-1.25
3073.58,-1.25
3104.32,-1.24
3135.36,-1.23
3166.72,-1.22
3198.38,-1.2
3230.37,-1.18
3262.67,-1.14
3295.3,-1.1
3328.25,-1.05
3361.53,-1.0
3395.15,-0.94
3429.1,-0.86
3463.39,-0.79
3498.03,-0.69
3533.01,-0.59
3568.34,-0.49
3604.02,-0.37
3640.06,-0.25
3676.46,-0.11
3713.22,0.02
3750.36,0.16
3787.86,0.3
3825.74,0.45
3864.0,0.59
3902.64,0.74
3941.66,0.89
3981.08,1.02
4020.89,1.15
4061.1,1.27
4101.71,1.36
4142.73,1.44
4184.15,1.5
4226.0,1.54
4268.26,1.54
4310.94,1.53
4354.05,1.47
4397.59,1.39
4441.56,1.27
4485.98,1.13
4530.84,0.96
4576.15,0.76
4621.91,0.54
4668.13,0.31
4714.81,0.09
4761.96,-0.1
4809.58,-0.26
4857.67,-0.39
4906.25,-0.5
4955.31,-0.59
5004.87,-0.64
5054.91,-0.68
5105.46,-0.7
5156.52,-0.69
5208.08,-0.68
5260.16,-0.67
5312.77,-0.66
5365.89,-0.66
5419.55,-0.68
5473.75,-0.66
5528.49,-0.61
5583.77,-0.55
5639.61,-0.47
5696.0,-0.37
5752.96,-0.26
5810.49,-0.12
5868.6,0.0
5927.28,0.13
5986.56,0.24
6046.42,0.33
6106.89,0.39
6167.96,0.44
6229.64,0.45
6291.93,0.47
6354.85,0.49
6418.4,0.52
6482.58,0.57
6547.41,0.63
6612.88,0.7
6679.01,0.77
6745.8,0.82
6813.26,0.83
6881.39,0.8
6950.21,0.73
7019.71,0.62
7089.91,0.5
7160.81,0.35
7232.41,0.22
7304.74,0.08
7377.79,-0.02
7451.56,-0.11
7526.08,-0.17
7601.34,-0.22
7677.35,-0.23
7754.13,-0.25
7831.67,-0.24
7909.98,-0.24
7989.08,-0.22
8068.98,-0.2
8149.67,-0.17
8231.16,-0.15
8313.47,-0.11
8396.61,-0.08
8480.57,-0.03
8565.38,0.04
8651.03,0.12
8737.54,0.21
8824.92,0.31
8913.17,0.43
9002.3,0.57
9092.32,0.71
9183.25,0.87
9275.08,1.03
9367.83,1.2
9461.51,1.36
9556.12,1.5
9651.68,1.62
9748.2,1.73
9845.68,1.81
9944.14,1.89
