frequency,raw
4268.26,-0.49
4310.94,-0.4
4354.05,-0.3
4397.59,-0.22
4441.56,-0.13
4485.98,-0.02
4530.84,0.06
4576.15,0.14
4621.91,0.16
4668.13,0.17
4714.81,0.16
4761.96,0.1
4809.58,0.03
4857.67,-0.08
4906.25,-0.16
4955.31,-0.22
5004.87,-0.27
5054.91,-0.32
5105.46,-0.43
5156.52,-0.55
5208.08,-0.7
5260.16,-0.79
5312.77,-0.82
5365.89,-0.78
5419.55,-0.71
5473.75,-0.69
5528.49,-0.69
5583.77,-0.7
5639.61,-0.66
5696.0,-0.58
5752.96,-0.47
5810.49,-0.32
5868.6,-0.13
5927.28,0.09
5986.56,0.35
6046.42,0.65
6106.89,0.98
6167.96,1.3
6229.64,1.62
6291.93,1.89
6354.85,2.14
6418.4,2.34
6482.58,2.49
6547.41,2.57
6612.88,2.59
6679.01,2.56
6745.8,2.47
6813.26,2.37
6881.39,2.26
6950.21,2.13
7019.71,2.01
7089.91,1.9
7160.81,1.78
7232.41,1.67
7304.74,1.54
7377.79,1.39
7451.56,1.22
7526.08,1.04
7601.34,0.86
7677.35,0.7
7754.13,0.56
7831.67,0.45
7909.98,0.36
7989.08,0.3
8068.98,0.26
8149.67,0.24
8231.16,0.23
8313.47,0.25
8396.61,0.28
8480.57,0.31
8565.38,0.36
8651.03,0.42
8737.54,0.48
8824.92,0.54
8913.17,0.6
9002.3,0.67
9092.32,0.73
9183.25,0.81
9275.08,0.86
9367.83,0.89
9461.51,0.92
9556.12,0.95
9651.68,1.02
9748.2,1.18
9845.68,1.46
9944.14,1.74
10043.58,1.99
10144.02,2.05
10245.46,2.12
10347.91,2.19
10451.39,2.26
10555.91,2.31
10661.46,2.37
10768.08,2.41
10875.76,2.46
10984.52,2.5
11094.36,2.54
11205.31,2.55
11317.36,2.57
11430.53,2.57
11544.84,2.56
11660.29,2.54
11776.89,2.51
11894.66,2.46
12013.6,2.4
12133.74,2.31
12255.08,2.23
12377.63,2.11
12501.41,2.0
12626.42,1.85
12752.68,1.69
12880.21,1.51
13009.01,1.34
13139.1,1.13
13270.49,0.91
13403.2,0.68
13537.23,0.44
13672.6,0.19
13809.33,-0.07
13947.42,-0.34
14086.9,-0.63
14227.77,-0.91
14370.04,-1.2
14513.74,-1.51
14658.88,-1.8
14805.47,-2.11
14953.52,-2.42
15103.06,-2.73
15254.09,-3.05
15406.63,-3.37
15560.7,-3.68
15716.3,-4.0
15873.47,-4.32
16032.2,-4.63
16192.52,-4.95
16354.45,-5.26
16517.99,-5.57
16683.17,-5.88
16850.01,-6.19
17018.51,-6.5
17188.69,-6.8
17360.58,-7.1
17534.18,-7.4
17709.53,-7.69
17886.62,-7.98
18065.49,-8.27
18246.14,-8.54
18428.6,-8.82
18612.89,-9.09
18799.02,-9.34
18987.01,-9.61
19176.88,-9.85
19368.65,-10.09
19562.33,-10.33
19757.96,-10.56
19955.54,-10.8
