frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
10555.91,-21.64,-14.30,-17.26,-10.48,10.45,11.12,-11.19,-3.85,-4.38
10661.46,-21.96,-14.64,-17.36,-10.61,10.59,11.44,-11.36,-4.04,-4.60
10768.08,-22.32,-14.97,-17.49,-10.74,10.74,11.78,-11.58,-4.24,-4.82
10875.76,-22.65,-15.31,-17.59,-10.87,10.87,12.12,-11.78,-4.45,-5.05
10984.52,-22.87,-15.66,-17.60,-11.00,11.00,12.48,-11.87,-4.66,-5.27
11094.36,-23.29,-16.00,-17.79,-11.13,11.13,12.83,-12.16,-4.87,-5.50
11205.31,-23.72,-16.35,-17.99,-11.26,11.26,13.18,-12.46,-5.09,-5.73
11317.36,-24.07,-16.69,-18.10,-11.39,11.39,13.53,-12.68,-5.31,-5.96
11430.53,-24.20,-17.04,-18.00,-11.52,11.52,13.84,-12.68,-5.53,-6.20
11544.84,-24.28,-17.40,-17.84,-11.64,11.64,14.14,-12.63,-5.75,-6.44
11660.29,-24.31,-17.75,-17.63,-11.77,11.77,14.35,-12.53,-5.98,-6.67
11776.89,-24.45,-18.10,-17.54,-11.90,11.90,14.54,-12.55,-6.20,-6.91
11894.66,-24.50,-18.46,-17.38,-12.03,12.03,14.60,-12.47,-6.43,-7.12
12013.60,-24.50,-18.82,-17.17,-12.16,12.16,14.62,-12.34,-6.66,-7.33
12133.74,-24.69,-19.18,-17.15,-12.28,12.28,14.49,-12.40,-6.90,-7.54
12255.08,-24.73,-19.54,-16.98,-12.41,12.41,14.31,-12.32,-7.13,-7.75
12377.63,-24.72,-19.91,-16.76,-12.54,12.54,14.00,-12.18,-7.37,-7.95
12501.41,-24.85,-20.27,-16.69,-12.66,12.66,13.65,-12.18,-7.61,-8.16
12626.42,-24.89,-20.64,-16.52,-12.79,12.79,13.20,-12.10,-7.86,-8.37
12752.68,-24.88,-21.01,-16.31,-12.91,12.91,12.74,-11.96,-8.10,-8.57
12880.21,-24.83,-21.39,-16.05,-13.04,13.04,12.23,-11.79,-8.35,-8.78
13009.01,-24.86,-21.76,-15.87,-13.16,13.16,11.71,-11.69,-8.60,-8.99
13139.10,-24.82,-22.13,-15.62,-13.29,13.29,11.18,-11.53,-8.85,-9.20
13270.49,-24.66,-22.51,-15.26,-13.41,13.41,10.65,-11.25,-9.10,-9.40
13403.20,-24.41,-22.89,-14.82,-13.53,13.53,10.13,-10.87,-9.36,-9.59
13537.23,-24.13,-23.27,-14.34,-13.66,13.66,9.62,-10.47,-9.62,-9.78
13672.60,-23.82,-23.66,-13.84,-13.78,13.78,9.13,-10.04,-9.88,-9.98
13809.33,-23.31,-24.04,-13.14,-13.90,13.90,8.65,-9.40,-10.14,-10.17
13947.42,-22.67,-24.43,-12.32,-14.03,14.03,8.19,-8.64,-10.40,-10.35
14086.90,-21.94,-24.82,-11.39,-14.15,14.15,7.75,-7.79,-10.67,-10.54
14227.77,-21.18,-25.21,-10.46,-14.27,14.27,7.33,-6.91,-10.94,-10.72
14370.04,-20.03,-25.60,-9.14,-14.39,14.39,6.92,-5.64,-11.21,-10.89
14513.74,-18.60,-26.00,-7.52,-14.51,14.51,6.54,-4.08,-11.48,-11.07
14658.88,-16.88,-26.39,-5.63,-14.63,14.63,6.16,-2.24,-11.76,-11.24
14805.47,-15.03,-26.79,-3.60,-14.75,14.75,5.81,-0.27,-12.04,-11.42
14953.52,-13.58,-27.19,-1.98,-14.87,14.87,5.47,1.30,-12.32,-11.59
15103.06,-13.10,-27.59,-1.29,-14.99,14.99,5.15,1.90,-12.60,-11.80
15254.09,-14.37,-28.00,-2.33,-15.11,15.11,4.84,0.75,-12.88,-12.03
15406.63,-16.36,-28.40,-4.10,-15.23,15.23,4.55,-1.12,-13.17,-12.26
15560.70,-18.97,-28.81,-6.48,-15.35,15.36,4.27,-3.60,-13.45,-12.49
15716.30,-21.11,-29.22,-8.39,-15.47,15.49,4.00,-5.62,-13.73,-12.72
15873.47,-22.97,-29.63,-10.02,-15.59,15.61,3.75,-7.36,-14.02,-12.94
16032.20,-24.56,-30.04,-11.38,-15.70,15.71,3.50,-8.84,-14.33,-13.18
16192.52,-25.79,-30.46,-12.28,-15.82,15.81,3.27,-9.98,-14.65,-13.50
16354.45,-26.85,-30.87,-13.04,-15.94,15.88,3.05,-10.96,-14.99,-13.81
16517.99,-27.76,-31.29,-13.63,-16.05,15.94,2.84,-11.81,-15.35,-14.12
16683.17,-28.46,-31.71,-14.01,-16.17,15.99,2.64,-12.47,-15.73,-14.45
16850.01,-29.25,-32.14,-14.49,-16.29,16.01,2.45,-13.24,-16.13,-14.75
17018.51,-30.06,-32.56,-14.97,-16.40,16.02,2.26,-14.04,-16.54,-15.09
17188.69,-30.78,-32.99,-15.28,-16.52,16.02,2.09,-14.76,-16.97,-15.50
17360.58,-31.50,-33.41,-15.56,-16.63,16.01,1.92,-15.48,-17.40,-15.93
17534.18,-32.17,-33.84,-15.80,-16.75,16.00,1.77,-16.16,-17.84,-16.37
17709.53,-32.73,-34.28,-15.95,-16.86,16.00,1.62,-16.73,-18.28,-16.78
17886.62,-32.91,-34.71,-15.70,-16.98,16.00,1.47,-16.91,-18.71,-17.21
18065.49,-33.33,-35.15,-15.65,-17.09,16.00,1.34,-17.33,-19.15,-17.68
18246.14,-34.06,-35.58,-15.84,-17.20,16.00,1.21,-18.06,-19.58,-18.21
18428.60,-32.52,-36.02,-13.75,-17.32,16.00,1.09,-16.52,-20.02,-18.76
18612.89,-31.86,-36.46,-12.55,-17.43,16.00,0.97,-15.86,-20.46,-19.31
18799.02,-31.89,-36.91,-12.03,-17.54,16.00,0.86,-15.89,-20.91,-19.86
18987.01,-31.53,-37.35,-11.14,-17.65,16.00,0.76,-15.53,-21.35,-20.39
19176.88,-36.55,-37.80,-15.53,-17.76,16.00,0.67,-20.55,-21.80,-21.02
19368.65,-45.45,-38.25,-23.79,-17.88,16.00,0.58,-29.45,-22.25,-21.66
19562.33,-58.27,-38.70,-35.98,-17.99,16.00,0.50,-42.27,-22.70,-22.29
19757.96,-60.65,-39.15,-37.74,-18.10,16.00,0.41,-44.65,-23.15,-22.91
19955.54,-59.83,-39.60,-36.28,-18.21,16.00,0.33,-43.83,-23.60,-23.55
