frequency,raw
3604.02,-0.77
3640.06,-0.7
3676.46,-0.64
3713.22,-0.58
3750.36,-0.52
3787.86,-0.47
3825.74,-0.39
3864.0,-0.3
3902.64,-0.22
3941.66,-0.14
3981.08,-0.07
4020.89,-0.01
4061.1,0.08
4101.71,0.16
4142.73,0.25
4184.15,0.31
4226.0,0.38
4268.26,0.44
4310.94,0.49
4354.05,0.54
4397.59,0.57
4441.56,0.61
4485.98,0.64
4530.84,0.67
4576.15,0.68
4621.91,0.64
4668.13,0.59
4714.81,0.5
4761.96,0.38
4809.58,0.22
4857.67,0.07
4906.25,-0.1
4955.31,-0.22
5004.87,-0.34
5054.91,-0.45
5105.46,-0.6
5156.52,-0.79
5208.08,-0.98
5260.16,-1.13
5312.77,-1.18
5365.89,-1.17
5419.55,-1.13
5473.75,-1.14
5528.49,-1.16
5583.77,-1.17
5639.61,-1.14
5696.0,-1.06
5752.96,-0.94
5810.49,-0.79
5868.6,-0.6
5927.28,-0.35
5986.56,-0.08
6046.42,0.25
6106.89,0.59
6167.96,0.94
6229.64,1.27
6291.93,1.57
6354.85,1.84
6418.4,2.05
6482.58,2.21
6547.41,2.31
6612.88,2.35
6679.01,2.32
6745.8,2.24
6813.26,2.14
6881.39,2.02
6950.21,1.89
7019.71,1.76
7089.91,1.63
7160.81,1.49
7232.41,1.36
7304.74,1.2
7377.79,1.02
7451.56,0.83
7526.08,0.61
7601.34,0.39
7677.35,0.19
7754.13,-0.0
7831.67,-0.15
7909.98,-0.29
7989.08,-0.4
8068.98,-0.49
8149.67,-0.56
8231.16,-0.62
8313.47,-0.66
8396.61,-0.7
8480.57,-0.72
8565.38,-0.72
8651.03,-0.72
8737.54,-0.71
8824.92,-0.7
8913.17,-0.68
9002.3,-0.66
9092.32,-0.64
9183.25,-0.61
9275.08,-0.59
9367.83,-0.58
9461.51,-0.57
9556.12,-0.55
9651.68,-0.49
9748.2,-0.32
9845.68,-0.02
9944.14,0.28
10043.58,0.56
10144.02,0.69
10245.46,0.83
10347.91,0.99
10451.39,1.16
10555.91,1.34
10661.46,1.53
10768.08,1.74
10875.76,1.95
10984.52,2.18
11094.36,2.4
11205.31,2.62
11317.36,2.84
11430.53,3.02
11544.84,3.2
11660.29,3.28
11776.89,3.34
11894.66,3.27
12013.6,3.16
12133.74,2.91
12255.08,2.6
12377.63,2.16
12501.41,1.69
12626.42,1.11
12752.68,0.53
12880.21,-0.11
13009.01,-0.75
13139.1,-1.41
13270.49,-2.06
13403.2,-2.7
13537.23,-3.34
13672.6,-3.95
13809.33,-4.55
13947.42,-5.14
14086.9,-5.7
14227.77,-6.24
14370.04,-6.77
14513.74,-7.27
14658.88,-7.77
14805.47,-8.24
14953.52,-8.7
15103.06,-9.14
15254.09,-9.57
15406.63,-9.98
15560.7,-10.38
15716.3,-10.77
15873.47,-11.14
16032.2,-11.5
16192.52,-11.85
16354.45,-12.19
16517.99,-12.51
16683.17,-12.83
16850.01,-13.14
17018.51,-13.44
17188.69,-13.73
17360.58,-14.01
17534.18,-14.28
17709.53,-14.54
17886.62,-14.81
18065.49,-15.05
18246.14,-15.29
18428.6,-15.53
18612.89,-15.76
18799.02,-15.98
18987.01,-16.19
19176.88,-16.39
19368.65,-16.6
19562.33,-16.79
19757.96,-16.99
19955.54,-17.18
